Model,Class,IoU,Dice,Precision,Recall
iter_293,0,0.8201251417852341,0.9011744554891763,0.8661084020975277,0.9391997518180368
iter_293,1,0.29318810524493427,0.4534345839647256,0.5966149717789387,0.36567661314405164
iter_293,2,0.15429429147708618,0.2673396076136604,0.29928123009735236,0.24155859415160016
