Model,Class,IoU,Dice,Precision,Recall
blackbox_clean,0,0.816755030201299,0.8991361153526587,0.8671866258491464,0.9335298684912894
blackbox_clean,1,0.306779886639903,0.4695203680073773,0.5636444381512637,0.40233386166815976
blackbox_clean,2,0.1358252497242467,0.23916575152246716,0.3129988597491448,0.19351711780516104
