Model,Class,IoU,Dice,Precision,Recall
iter_208,0,0.82425801552299,0.9036638551226938,0.8794148447193254,0.9292880713211183
iter_208,1,0.3364599299124265,0.5035091922800462,0.6080773532395245,0.42962809822433556
iter_208,2,0.16904344201073457,0.2891995899142683,0.2926081270013079,0.2858695492531614
