Model,Class,IoU,Dice,Precision,Recall
modelep30lr3,0,0.8082472187023084,0.8939565457010334,0.8342696333938512,0.9628420301007286
modelep30lr3,1,0.15441685106451836,0.26752355688870355,0.5637738524251197,0.1753704086555027
modelep30lr3,2,0.11824237104352765,0.2114789675393637,0.28484004179312405,0.1681671978498098
