Model,Dice Loss,Count Penalty,Pixel Accuracy,Avg IoU,Avg Dice,Avg Precision,Avg Recall,Grain Count Error,Signed Grain Count Error,Mean Grain Area Error,Wasserstein Grain Size Dist,Oversegmentation,Undersegmentation
modelep30lr3,0.5547080076200834,0.7333954650352223,0.806208603751778,0.3603021469367848,0.45765302337636693,0.5609611758706983,0.4354598788686804,0.7216909914443885,-0.7216909914443885,1547.9828116329832,36.640667958366265,0.0005032712632108706,0.018083182640144666
