Model,Dice Loss,Count Penalty,Pixel Accuracy,Avg IoU,Avg Dice,Avg Precision,Avg Recall,Grain Count Error,Signed Grain Count Error,Mean Grain Area Error,Wasserstein Grain Size Dist,Oversegmentation,Undersegmentation
no_rock,0.6115503797160342,0.9730560570832305,0.8147760990842816,0.3189996122967019,0.3875690669529532,0.6847296443090406,0.38144671171140493,0.9738298943130347,-0.9738298943130347,103.35659083070595,390.8432019666297,0.0,0.019230769230769232
