Model,Dice Loss,Count Penalty,Pixel Accuracy,Avg IoU,Avg Dice,Avg Precision,Avg Recall,Grain Count Error,Signed Grain Count Error,Mean Grain Area Error,Wasserstein Grain Size Dist,Oversegmentation,Undersegmentation
blackbox_clean,0.4732695135396541,0.8533475348651937,0.8182260179587483,0.41978672218848295,0.5359407449608344,0.5812766412498517,0.5097936159882034,0.8414695520885758,-0.8414695520885758,2408.3649085720645,383.69673033447503,0.0020130850528434826,0.0380952380952381
