Model,Dice Loss,Count Penalty,Pixel Accuracy,Avg IoU,Avg Dice,Avg Precision,Avg Recall,Grain Count Error,Signed Grain Count Error,Mean Grain Area Error,Wasserstein Grain Size Dist,Oversegmentation,Undersegmentation
iter_293,0.4762779962638249,0.8735219366040154,0.8195005500977952,0.42253584616908485,0.5406495490225208,0.587334867991273,0.5154783197045628,0.8716658278812279,-0.8716658278812279,1348.1146266263013,419.0470252721121,0.001509813789632612,0.050980392156862744
