Model,Dice Loss,Count Penalty,Pixel Accuracy,Avg IoU,Avg Dice,Avg Precision,Avg Recall,Grain Count Error,Signed Grain Count Error,Mean Grain Area Error,Wasserstein Grain Size Dist,Oversegmentation,Undersegmentation
iter_208,0.4470730125407159,0.7796500274938193,0.8233199791073968,0.4432537958153837,0.5654575457723361,0.5933667749867192,0.5482619062662051,0.7544036235530951,-0.7544036235530951,1428.5255588587477,205.59480475550026,0.0020130850528434826,0.02663934426229508
